2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 251.255.255.42 , /inetput.html , 5759681
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 252.253.255.8 , / , 2314603
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 253.253.254.228 , / , 2186840
2014-10-21 21:56:16 , MATCH_WEBTR , - , 252.254.255.188 , / , 1250762
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_D , 252.254.254.37 , /capture.html , 2558693
2014-10-21 21:56:16 , MATCH_ACL , - , 251.253.254.86 , /tredirect.html , 7084476
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 254.255.255.115 , / , 4285536
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_C , 252.253.254.187 , /index , 8145208
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 254.255.254.45 , /index , 1007025
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_C , 252.253.255.5 , /inetput.html , 9266213
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 252.253.255.89 , / , 6263904
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 253.254.254.119 , /deny.html , 2425171
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 254.255.255.30 , /predirect.html , 7786876
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 254.255.255.184 , /index , 5675579
2014-10-21 21:56:16 , MATCH_WEBTR , - , 254.254.255.111 , /predirect.html , 2859703
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 252.255.254.110 , /tredirect.html , 9795194
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 251.253.254.156 , /capture.html , 6362615
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 252.254.254.146 , /deny.html , 6934819
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 252.253.255.143 , / , 6876583
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 253.253.255.239 , /inetput.html , 2354856
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 251.254.254.141 , /index , 7256985
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 253.253.254.238 , /deny.html , 9984068
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_B , 253.255.254.180 , / , 8405893
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 252.255.254.200 , /first.html , 7963255
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 251.255.254.239 , /capture.html , 3027274
2014-10-21 21:56:16 , MATCH_G , ATTACK_LEAKAGE , 254.253.255.209 , /predirect.html , 2792483
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 251.253.254.68 , /index , 1801726
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 251.253.254.26 , /tredirect.html , 7985685
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_C , 251.255.254.71 , /tredirect.html , 5909681
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 252.255.254.135 , /capture.html , 6787395
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 254.255.254.248 , / , 9391606
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_C , 254.254.254.244 , /tredirect.html , 6000897
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 254.254.254.12 , /deny.html , 6363612
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 251.254.255.177 , /deny.html , 6312024
2014-10-21 21:56:16 , MATCH_G , ATTACK_E , 253.253.254.232 , /index , 7879836
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 252.255.254.241 , /inetput.html , 2641245
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 252.254.254.135 , /capture.html , 5058818
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 251.254.255.58 , /first.html , 4256837
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 252.253.255.106 , /inetput.html , 9864516
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_LEAKAGE , 253.255.254.233 , /deny.html , 2148524
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 252.255.254.176 , /inetput.html , 1113717
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 253.255.255.136 , /index , 5175968
2014-10-21 21:56:16 , MATCH_ACL , - , 254.255.254.174 , /predirect.html , 9117465
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 254.255.255.92 , /inetput.html , 3162363
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 252.253.255.243 , /deny.html , 4372245
2014-10-21 21:56:16 , MATCH_G , ATTACK_LEAKAGE , 251.253.254.175 , /tredirect.html , 8266552
2014-10-21 21:56:16 , MATHC_RULE , - , 253.254.255.19 , /predirect.html , 3253744
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 253.254.255.189 , /tredirect.html , 9117736
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 252.255.255.36 , /index , 4662643
2014-10-21 21:56:16 , MATCH_G , ATTACK_LEAKAGE , 252.253.254.206 , /capture.html , 8768912
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 251.254.254.220 , /index , 2421752
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 251.255.254.5 , /capture.html , 2619280
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 251.255.255.111 , /first.html , 2485145
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 251.254.254.71 , /deny.html , 9169178
2014-10-21 21:56:16 , MATCH_ACL , - , 253.255.254.25 , / , 1995488
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 251.253.254.40 , /predirect.html , 8070530
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 252.255.255.54 , /index , 7598260
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 251.253.254.199 , /index , 9674694
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 253.255.255.15 , /tredirect.html , 5245214
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 254.255.254.221 , /deny.html , 9879457
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 253.253.255.213 , /deny.html , 6198389
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 251.255.255.9 , /inetput.html , 6737700
2014-10-21 21:56:16 , MATCH_G , - , 251.253.254.88 , /first.html , 5207724
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 254.254.254.117 , /index , 4499411
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 254.255.255.176 , /predirect.html , 7410944
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_C , 251.253.254.79 , /predirect.html , 1627429
2014-10-21 21:56:16 , MATCH_G , - , 253.253.255.199 , /inetput.html , 4497737
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 252.253.254.108 , /inetput.html , 9271448
2014-10-21 21:56:16 , MATHC_RULE , - , 253.254.255.67 , /inetput.html , 9936199
2014-10-21 21:56:16 , MATCH_G , ATTACK_LEAKAGE , 252.253.255.250 , /deny.html , 1600986
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_C , 253.255.255.69 , /index , 7478581
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 253.254.254.211 , / , 2665645
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 251.255.255.209 , / , 5534570
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 254.253.254.34 , /predirect.html , 6045789
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_C , 251.255.254.195 , /tredirect.html , 6629724
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 251.253.255.94 , /capture.html , 5934013
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 253.255.255.109 , /deny.html , 2898204
2014-10-21 21:56:16 , MATHC_RULE , - , 252.255.254.229 , /deny.html , 8932033
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_C , 252.254.255.183 , /first.html , 4392964
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 254.254.255.175 , /index , 4049399
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 253.255.255.71 , /first.html , 9775686
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 254.255.254.208 , /tredirect.html , 8688360
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 251.255.254.7 , / , 8579347
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 254.254.254.216 , /deny.html , 4608172
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 252.255.255.210 , /tredirect.html , 9428218
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 254.255.255.128 , /first.html , 4036914
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_C , 251.253.254.240 , /deny.html , 4542485
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 252.254.254.136 , /deny.html , 5942888
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 254.255.255.232 , /inetput.html , 9510025
2014-10-21 21:56:16 , MATCH_ACL , - , 254.254.254.120 , /first.html , 6536500
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 253.254.255.106 , /predirect.html , 7428358
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 252.255.254.90 , /first.html , 4261101
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_C , 251.254.255.252 , /index , 9110995
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 251.253.255.16 , /index , 1254697
2014-10-21 21:56:16 , MATCH_WEBTR , - , 254.255.254.222 , /first.html , 4304606
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 251.255.255.55 , /inetput.html , 9690182
2014-10-21 21:56:16 , MATCH_F , - , 253.253.254.141 , /capture.html , 7242087
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 253.253.255.112 , /first.html , 3285300
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 254.255.254.148 , /inetput.html , 5856185
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 251.255.254.188 , /deny.html , 9035710
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 252.253.255.103 , /first.html , 6081969
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 251.253.254.17 , /index , 5067041
2014-10-21 21:56:16 , MATCH_G , - , 254.253.255.53 , /tredirect.html , 1042600
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 251.255.254.74 , /inetput.html , 1587807
2014-10-21 21:56:16 , MATCH_WEBTR , - , 253.253.254.75 , /inetput.html , 1204157
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 253.254.255.100 , /capture.html , 8942580
2014-10-21 21:56:16 , MATHC_RULE , - , 253.253.255.91 , /first.html , 2970295
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 253.253.255.65 , /tredirect.html , 5646259
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 253.253.254.63 , / , 5264658
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 253.253.254.203 , / , 1718327
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 254.253.255.10 , /inetput.html , 3683436
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 251.255.255.108 , /first.html , 5137765
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 252.253.254.20 , /first.html , 2044658
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 251.255.255.101 , /index , 7995439
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 252.255.255.84 , /first.html , 1160229
2014-10-21 21:56:16 , MATCH_G , ATTACK_LEAKAGE , 254.254.255.202 , /index , 5375144
2014-10-21 21:56:16 , MATCH_G , ATTACK_LEAKAGE , 252.255.254.147 , /predirect.html , 5208481
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 253.253.254.184 , /capture.html , 4802305
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 254.253.255.11 , /inetput.html , 9768605
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_D , 253.253.255.249 , /first.html , 7759401
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 251.255.254.78 , /tredirect.html , 7453921
2014-10-21 21:56:16 , MATHC_RULE , - , 253.254.255.148 , /index , 4413101
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 253.255.255.182 , /inetput.html , 8501018
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 252.253.254.252 , /deny.html , 5298269
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_B , 254.254.255.66 , /predirect.html , 9200608
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 252.254.255.211 , /tredirect.html , 4162009
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 254.255.254.196 , /deny.html , 7469882
2014-10-21 21:56:16 , MATHC_RULE , - , 252.253.254.216 , / , 3963793
2014-10-21 21:56:16 , MATCH_F , - , 252.254.254.80 , / , 9579655
2014-10-21 21:56:16 , MATHC_RULE , - , 253.253.255.65 , /deny.html , 6005158
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 254.255.255.120 , /inetput.html , 5450800
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 254.254.255.56 , /tredirect.html , 5801055
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 254.254.254.65 , /capture.html , 8007326
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_LEAKAGE , 252.254.254.32 , /predirect.html , 2227956
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 251.255.254.99 , /capture.html , 1496824
2014-10-21 21:56:16 , MATCH_G , ATTACK_LEAKAGE , 251.253.254.109 , / , 8313844
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 253.253.255.59 , /inetput.html , 9684069
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 254.255.255.3 , /first.html , 9324798
2014-10-21 21:56:16 , MATCH_G , - , 254.254.255.240 , /index , 1695297
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_LEAKAGE , 253.253.255.207 , /tredirect.html , 3835724
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_D , 254.255.254.220 , /index , 1739147
2014-10-21 21:56:16 , MATCH_G , ATTACK_E , 253.254.255.197 , /predirect.html , 5138199
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 254.255.254.122 , /capture.html , 9609363
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 252.255.255.60 , /index , 6404682
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 254.253.254.145 , /first.html , 7807361
2014-10-21 21:56:16 , MATCH_G , - , 251.255.254.203 , /capture.html , 3490978
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 252.253.254.199 , /capture.html , 1150449
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_C , 251.254.254.193 , /deny.html , 3437875
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 251.253.255.72 , /deny.html , 6707995
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 252.254.255.130 , /deny.html , 4470796
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 253.253.255.242 , /first.html , 9518638
2014-10-21 21:56:16 , MATHC_RULE , - , 253.255.255.8 , /predirect.html , 1011476
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 251.254.255.99 , /index , 5001911
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_B , 251.254.255.212 , / , 5307304
2014-10-21 21:56:16 , MATHC_RULE , - , 251.253.254.112 , /capture.html , 8441747
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 252.255.255.128 , /deny.html , 5356986
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 252.253.255.110 , /tredirect.html , 4881501
2014-10-21 21:56:16 , MATCH_WEBTR , - , 253.253.254.233 , /deny.html , 1512882
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 252.255.255.11 , /tredirect.html , 9047375
2014-10-21 21:56:16 , MATHC_RULE , - , 252.254.254.203 , / , 4851310
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 251.255.255.128 , /inetput.html , 4332838
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 252.253.254.249 , /inetput.html , 3549680
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 251.254.254.131 , /deny.html , 3451187
2014-10-21 21:56:16 , MATHC_RULE , - , 253.254.255.153 , /tredirect.html , 7978795
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 253.253.255.223 , /predirect.html , 6986029
2014-10-21 21:56:16 , MATCH_G , - , 253.255.255.101 , / , 1950987
2014-10-21 21:56:16 , MATCH_WEBTR , - , 252.255.255.172 , /first.html , 9988133
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 252.255.254.117 , /deny.html , 4937238
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_C , 251.254.255.98 , /capture.html , 6048859
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 251.253.254.201 , /inetput.html , 3796274
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 253.253.255.251 , /deny.html , 7991228
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_C , 251.255.254.207 , / , 7935599
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 251.255.254.208 , /inetput.html , 6715196
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 254.253.255.255 , / , 2944055
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 253.254.255.24 , /first.html , 2752391
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_C , 253.255.254.44 , /tredirect.html , 6954485
2014-10-21 21:56:16 , MATCH_WEBTR , - , 254.255.255.156 , /predirect.html , 5285608
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 254.254.255.12 , /inetput.html , 9027132
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 253.254.255.74 , /predirect.html , 9544612
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 253.253.254.231 , /tredirect.html , 6216838
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 251.253.254.125 , /tredirect.html , 3006402
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 252.255.254.159 , /predirect.html , 1514807
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 252.253.255.27 , /deny.html , 6047621
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 254.254.254.110 , /first.html , 5250983
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 254.253.254.208 , /inetput.html , 9762779
2014-10-21 21:56:16 , MATCH_G , ATTACK_E , 254.253.255.99 , / , 6810354
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_B , 253.255.255.197 , /tredirect.html , 6990251
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 253.255.255.63 , / , 3926311
2014-10-21 21:56:16 , MATHC_RULE , - , 252.254.254.234 , /capture.html , 6182000
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 251.253.254.50 , /first.html , 8203262
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 253.253.254.40 , /predirect.html , 2385278
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 252.254.254.195 , / , 9717492
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 252.254.254.143 , / , 3077549
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 253.253.255.41 , /inetput.html , 5448893
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 254.255.254.72 , /first.html , 1806060
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 254.255.254.149 , /tredirect.html , 8631166
2014-10-21 21:56:16 , MATCH_G , - , 251.253.254.77 , /tredirect.html , 9537403
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 253.255.255.147 , /inetput.html , 4461679
2014-10-21 21:56:16 , MATHC_RULE , - , 252.253.254.77 , / , 9648131
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 254.255.254.255 , /index , 7308994
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 251.255.255.200 , /predirect.html , 1939546
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 251.255.255.88 , /inetput.html , 2340965
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_B , 253.255.255.217 , /capture.html , 4618831
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 253.255.254.232 , /predirect.html , 8849588
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_LEAKAGE , 254.254.255.191 , /tredirect.html , 1035267
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 253.253.254.69 , /deny.html , 1266993
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 254.254.254.201 , / , 1022352
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 251.255.254.122 , /capture.html , 9416643
2014-10-21 21:56:16 , MATCH_F , - , 253.255.255.18 , / , 2822396
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 252.255.255.8 , /deny.html , 5761815
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 254.255.254.101 , /first.html , 2081645
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 253.253.254.141 , /index , 1639556
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 253.255.255.180 , /capture.html , 6557545
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 253.253.255.71 , /inetput.html , 6619584
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 253.254.254.29 , / , 2792509
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 252.254.255.146 , / , 2273378
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 251.253.255.230 , /predirect.html , 4829433
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 254.254.254.245 , / , 6010678
2014-10-21 21:56:16 , MATCH_ACL , - , 253.255.254.66 , /predirect.html , 8893241
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 252.254.254.102 , /tredirect.html , 1044691
2014-10-21 21:56:16 , MATCH_G , - , 253.254.254.229 , / , 1943462
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_C , 251.254.255.218 , / , 4448330
2014-10-21 21:56:16 , MATCH_ACL , - , 253.253.255.134 , /index , 3980407
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 252.253.254.170 , /tredirect.html , 4085213
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_C , 254.254.255.90 , /predirect.html , 3454366
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 251.253.255.181 , /first.html , 6585278
2014-10-21 21:56:16 , MATCH_ACL , - , 252.255.255.105 , /deny.html , 2257593
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 252.253.254.119 , /tredirect.html , 6800561
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 254.253.255.212 , /predirect.html , 1463586
2014-10-21 21:56:16 , MATCH_G , ATTACK_E , 254.255.255.179 , /inetput.html , 9277688
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_D , 254.253.254.254 , /inetput.html , 6866223
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 252.253.254.230 , /tredirect.html , 6197060
